ubicageo_d,entidad_c,entifed1,municip1,mariamtt,mariam1,mariam2
21121,21,PUEBLA,SAN DIEGO LA MESA TOCHIMILTZINGO,0,0,0
21122,21,PUEBLA,SAN FELIPE TEOTLALCINGO,0,0,0
21123,21,PUEBLA,SAN FELIPE TEPATLÁN,0,0,0
21124,21,PUEBLA,SAN GABRIEL CHILAC,0,0,0
21125,21,PUEBLA,SAN GREGORIO ATZOMPA,0,0,0
21126,21,PUEBLA,SAN JERÓNIMO TECUANIPAN,0,0,0
21127,21,PUEBLA,SAN JERÓNIMO XAYACATLÁN,0,0,0
21128,21,PUEBLA,SAN JOSÉ CHIAPA,0,0,0
21129,21,PUEBLA,SAN JOSÉ MIAHUATLÁN,0,0,0
21130,21,PUEBLA,SAN JUAN ATENCO,0,0,0
21131,21,PUEBLA,SAN JUAN ATZOMPA,0,0,0
21132,21,PUEBLA,SAN MARTÍN TEXMELUCAN,0,0,0
21133,21,PUEBLA,SAN MARTÍN TOTOLTEPEC,0,0,0
21134,21,PUEBLA,SAN MATÍAS TLALANCALECA,0,0,0
21135,21,PUEBLA,SAN MIGUEL IXITLÁN,0,0,0
21136,21,PUEBLA,SAN MIGUEL XOXTLA,0,0,0
21137,21,PUEBLA,SAN NICOLÁS BUENOS AIRES,0,0,0
21138,21,PUEBLA,SAN NICOLÁS DE LOS RANCHOS,0,0,0
21139,21,PUEBLA,SAN PABLO ANICANO,0,0,0
21140,21,PUEBLA,SAN PEDRO CHOLULA,0,0,0
21141,21,PUEBLA,SAN PEDRO YELOIXTLAHUACA,0,0,0
21142,21,PUEBLA,SAN SALVADOR EL SECO,0,0,0
21143,21,PUEBLA,SAN SALVADOR EL VERDE,0,0,0
21144,21,PUEBLA,SAN SALVADOR HUIXCOLOTLA,0,0,0
21145,21,PUEBLA,SAN SEBASTIÁN TLACOTEPEC,0,0,0
21146,21,PUEBLA,SANTA CATARINA TLALTEMPAN,0,0,0
21147,21,PUEBLA,SANTA INÉS AHUATEMPAN,0,0,0
21148,21,PUEBLA,SANTA ISABEL CHOLULA,0,0,0
21149,21,PUEBLA,SANTIAGO MIAHUATLÁN,0,0,0
21150,21,PUEBLA,HUEHUETLÁN EL GRANDE,0,0,0
21151,21,PUEBLA,SANTO TOMÁS HUEYOTLIPAN,0,0,0
21152,21,PUEBLA,SOLTEPEC,0,0,0
21153,21,PUEBLA,TECALI DE HERRERA,0,0,0
21154,21,PUEBLA,TECAMACHALCO,0,0,0
21155,21,PUEBLA,TECOMATLÁN,0,0,0
21156,21,PUEBLA,TEHUACÁN,0,0,0
21157,21,PUEBLA,TEHUITZINGO,0,0,0
21158,21,PUEBLA,TENAMPULCO,0,0,0
21159,21,PUEBLA,TEOPANTLÁN,0,0,0
21160,21,PUEBLA,TEOTLALCO,0,0,0
21161,21,PUEBLA,TEPANCO DE LÓPEZ,0,0,0
21162,21,PUEBLA,TEPANGO DE RODRÍGUEZ,0,0,0
21163,21,PUEBLA,TEPATLAXCO DE HIDALGO,0,0,0
21164,21,PUEBLA,TEPEACA,0,0,0
21165,21,PUEBLA,TEPEMAXALCO,0,0,0
21166,21,PUEBLA,TEPEOJUMA,0,0,0
21167,21,PUEBLA,TEPETZINTLA,0,0,0
21168,21,PUEBLA,TEPEXCO,0,0,0
21169,21,PUEBLA,TEPEXI DE RODRÍGUEZ,0,0,0
21170,21,PUEBLA,TEPEYAHUALCO,0,0,0
21171,21,PUEBLA,TEPEYAHUALCO DE CUAUHTÉMOC,0,0,0
21172,21,PUEBLA,TETELA DE OCAMPO,0,0,0
21173,21,PUEBLA,TETELES DE AVILA CASTILLO,0,0,0
21174,21,PUEBLA,TEZIUTLÁN,0,0,0
21175,21,PUEBLA,TIANGUISMANALCO,0,0,0
21176,21,PUEBLA,TILAPA,0,0,0
21177,21,PUEBLA,TLACOTEPEC DE BENITO JUÁREZ,0,0,0
21178,21,PUEBLA,TLACUILOTEPEC,0,0,0
21179,21,PUEBLA,TLACHICHUCA,0,0,0
21180,21,PUEBLA,TLAHUAPAN,0,0,0
21181,21,PUEBLA,TLALTENANGO,0,0,0
21182,21,PUEBLA,TLANEPANTLA,0,0,0
21183,21,PUEBLA,TLAOLA,0,0,0
21184,21,PUEBLA,TLAPACOYA,0,0,0
21185,21,PUEBLA,TLAPANALÁ,0,0,0
21186,21,PUEBLA,TLATLAUQUITEPEC,0,0,0
21187,21,PUEBLA,TLAXCO,0,0,0
21188,21,PUEBLA,TOCHIMILCO,0,0,0
21189,21,PUEBLA,TOCHTEPEC,0,0,0
21190,21,PUEBLA,TOTOLTEPEC DE GUERRERO,0,0,0
21191,21,PUEBLA,TULCINGO,0,0,0
21192,21,PUEBLA,TUZAMAPAN DE GALEANA,0,0,0
21193,21,PUEBLA,TZICATLACOYAN,0,0,0
21194,21,PUEBLA,VENUSTIANO CARRANZA,0,0,0
21195,21,PUEBLA,VICENTE GUERRERO,0,0,0
21196,21,PUEBLA,XAYACATLÁN DE BRAVO,0,0,0
21197,21,PUEBLA,XICOTEPEC,0,0,0
21198,21,PUEBLA,XICOTLÁN,0,0,0
21199,21,PUEBLA,XIUTETELCO,0,0,0
21200,21,PUEBLA,XOCHIAPULCO,0,0,0
21201,21,PUEBLA,XOCHILTEPEC,0,0,0
21202,21,PUEBLA,XOCHITLÁN DE VICENTE SUÁREZ,0,0,0
21203,21,PUEBLA,XOCHITLÁN TODOS SANTOS,0,0,0
21204,21,PUEBLA,YAONÁHUAC,0,0,0
21205,21,PUEBLA,YEHUALTEPEC,0,0,0
21206,21,PUEBLA,ZACAPALA,0,0,0
21207,21,PUEBLA,ZACAPOAXTLA,0,0,0
21208,21,PUEBLA,ZACATLÁN,0,0,0
21209,21,PUEBLA,ZAPOTITLÁN,0,0,0
21210,21,PUEBLA,ZAPOTITLÁN DE MÉNDEZ,0,0,0
21211,21,PUEBLA,ZARAGOZA,0,0,0
21212,21,PUEBLA,ZAUTLA,0,0,0
21213,21,PUEBLA,ZIHUATEUTLA,0,0,0
21214,21,PUEBLA,ZINACATEPEC,0,0,0
21215,21,PUEBLA,ZONGOZOTLA,0,0,0
21216,21,PUEBLA,ZOQUIAPAN,0,0,0
21217,21,PUEBLA,ZOQUITLÁN,0,0,0
21997,21,PUEBLA,NO ESPECIFICADO,,,
22001,22,QUERÉTARO,AMEALCO DE BONFIL,0,0,0
22002,22,QUERÉTARO,PINAL DE AMOLES,0,0,0
22003,22,QUERÉTARO,ARROYO SECO,0,0,0
22004,22,QUERÉTARO,CADEREYTA DE MONTES,0,0,0
22005,22,QUERÉTARO,COLÓN,0,0,0
22006,22,QUERÉTARO,CORREGIDORA,0,0,0
22007,22,QUERÉTARO,EZEQUIEL MONTES,0,0,0
22008,22,QUERÉTARO,HUIMILPAN,0,0,0
22009,22,QUERÉTARO,JALPAN DE SERRA,0,0,0
22010,22,QUERÉTARO,LANDA DE MATAMOROS,0,0,0
22011,22,QUERÉTARO,EL MARQUÉS,0,0,0
22012,22,QUERÉTARO,PEDRO ESCOBEDO,0,0,0
22013,22,QUERÉTARO,PEÑAMILLER,0,0,0
22014,22,QUERÉTARO,QUERÉTARO,0,0,0
22015,22,QUERÉTARO,SAN JOAQUÍN,0,0,0
22016,22,QUERÉTARO,SAN JUAN DEL RÍO,0,0,0
22017,22,QUERÉTARO,TEQUISQUIAPAN,0,0,0
22018,22,QUERÉTARO,TOLIMÁN,0,0,0
22997,22,QUERÉTARO,NO ESPECIFICADO,,,
23001,23,QUINTANA ROO,COZUMEL,0,0,0
23002,23,QUINTANA ROO,FELIPE CARRILLO PUERTO,0,0,0
23003,23,QUINTANA ROO,ISLA MUJERES,0,0,0
23004,23,QUINTANA ROO,OTHÓN P. BLANCO,0,0,0
23005,23,QUINTANA ROO,BENITO JUÁREZ,0,0,0
23006,23,QUINTANA ROO,JOSÉ MARÍA MORELOS,0,0,0
23007,23,QUINTANA ROO,LÁZARO CÁRDENAS,0,0,0
23008,23,QUINTANA ROO,SOLIDARIDAD,0,0,0
23009,23,QUINTANA ROO,TULUM,0,0,0
23010,23,QUINTANA ROO,BACALAR,0,0,0
23011,23,QUINTANA ROO,PUERTO MORELOS,0,0,0
23997,23,QUINTANA ROO,NO ESPECIFICADO,,,
24001,24,SAN LUIS POTOSÍ,AHUALULCO,0,0,0
24002,24,SAN LUIS POTOSÍ,ALAQUINES,0,0,0
24003,24,SAN LUIS POTOSÍ,AQUISMÓN,0,0,0
24004,24,SAN LUIS POTOSÍ,ARMADILLO DE LOS INFANTE,0,0,0
24005,24,SAN LUIS POTOSÍ,CÁRDENAS,0,0,0
24006,24,SAN LUIS POTOSÍ,CATORCE,0,0,0
24007,24,SAN LUIS POTOSÍ,CEDRAL,0,0,0
24008,24,SAN LUIS POTOSÍ,CERRITOS,0,0,0
24009,24,SAN LUIS POTOSÍ,CERRO DE SAN PEDRO,0,0,0
24010,24,SAN LUIS POTOSÍ,CIUDAD DEL MAÍZ,0,0,0
24011,24,SAN LUIS POTOSÍ,CIUDAD FERNÁNDEZ,0,0,0
24012,24,SAN LUIS POTOSÍ,TANCANHUITZ,0,0,0
24013,24,SAN LUIS POTOSÍ,CIUDAD VALLES,0,0,0
24014,24,SAN LUIS POTOSÍ,COXCATLÁN,0,0,0
24015,24,SAN LUIS POTOSÍ,CHARCAS,0,0,0
24016,24,SAN LUIS POTOSÍ,EBANO,0,0,0
24017,24,SAN LUIS POTOSÍ,GUADALCÁZAR,0,0,0
24018,24,SAN LUIS POTOSÍ,HUEHUETLÁN,0,0,0
24019,24,SAN LUIS POTOSÍ,LAGUNILLAS,0,0,0
24020,24,SAN LUIS POTOSÍ,MATEHUALA,0,0,0
24021,24,SAN LUIS POTOSÍ,MEXQUITIC DE CARMONA,0,0,0
24022,24,SAN LUIS POTOSÍ,MOCTEZUMA,0,0,0
24023,24,SAN LUIS POTOSÍ,RAYÓN,0,0,0
24024,24,SAN LUIS POTOSÍ,RIOVERDE,0,0,0
24025,24,SAN LUIS POTOSÍ,SALINAS,0,0,0
24026,24,SAN LUIS POTOSÍ,SAN ANTONIO,0,0,0
24027,24,SAN LUIS POTOSÍ,SAN CIRO DE ACOSTA,0,0,0
24028,24,SAN LUIS POTOSÍ,SAN LUIS POTOSÍ,0,0,0
24029,24,SAN LUIS POTOSÍ,SAN MARTÍN CHALCHICUAUTLA,0,0,0
24030,24,SAN LUIS POTOSÍ,SAN NICOLÁS TOLENTINO,0,0,0
24031,24,SAN LUIS POTOSÍ,SANTA CATARINA,0,0,0
24032,24,SAN LUIS POTOSÍ,SANTA MARÍA DEL RÍO,0,0,0
24033,24,SAN LUIS POTOSÍ,SANTO DOMINGO,0,0,0
24034,24,SAN LUIS POTOSÍ,SAN VICENTE TANCUAYALAB,0,0,0
24035,24,SAN LUIS POTOSÍ,SOLEDAD DE GRACIANO SÁNCHEZ,0,0,0
24036,24,SAN LUIS POTOSÍ,TAMASOPO,0,0,0
24037,24,SAN LUIS POTOSÍ,TAMAZUNCHALE,0,0,0
24038,24,SAN LUIS POTOSÍ,TAMPACÁN,0,0,0
24039,24,SAN LUIS POTOSÍ,TAMPAMOLÓN CORONA,0,0,0
24040,24,SAN LUIS POTOSÍ,TAMUÍN,0,0,0
24041,24,SAN LUIS POTOSÍ,TANLAJÁS,0,0,0
24042,24,SAN LUIS POTOSÍ,TANQUIÁN DE ESCOBEDO,0,0,0
24043,24,SAN LUIS POTOSÍ,TIERRA NUEVA,0,0,0
24044,24,SAN LUIS POTOSÍ,VANEGAS,0,0,0
24045,24,SAN LUIS POTOSÍ,VENADO,0,0,0
24046,24,SAN LUIS POTOSÍ,VILLA DE ARRIAGA,0,0,0
24047,24,SAN LUIS POTOSÍ,VILLA DE GUADALUPE,0,0,0
24048,24,SAN LUIS POTOSÍ,VILLA DE LA PAZ,0,0,0
24049,24,SAN LUIS POTOSÍ,VILLA DE RAMOS,0,0,0
24050,24,SAN LUIS POTOSÍ,VILLA DE REYES,0,0,0
24051,24,SAN LUIS POTOSÍ,VILLA HIDALGO,0,0,0
24052,24,SAN LUIS POTOSÍ,VILLA JUÁREZ,0,0,0
24053,24,SAN LUIS POTOSÍ,AXTLA DE TERRAZAS,0,0,0
24054,24,SAN LUIS POTOSÍ,XILITLA,0,0,0
24055,24,SAN LUIS POTOSÍ,ZARAGOZA,0,0,0
24056,24,SAN LUIS POTOSÍ,VILLA DE ARISTA,0,0,0
24057,24,SAN LUIS POTOSÍ,MATLAPA,0,0,0
24058,24,SAN LUIS POTOSÍ,EL NARANJO,0,0,0
24997,24,SAN LUIS POTOSÍ,NO ESPECIFICADO,,,
25001,25,SINALOA,AHOME,0,0,0
25002,25,SINALOA,ANGOSTURA,0,0,0
25003,25,SINALOA,BADIRAGUATO,0,0,0
25004,25,SINALOA,CONCORDIA,0,0,0
25005,25,SINALOA,COSALÁ,0,0,0
25006,25,SINALOA,CULIACÁN,0,0,0
25007,25,SINALOA,CHOIX,0,0,0
25008,25,SINALOA,ELOTA,0,0,0
25009,25,SINALOA,ESCUINAPA,0,0,0
25010,25,SINALOA,EL FUERTE,0,0,0
25011,25,SINALOA,GUASAVE,0,0,0
25012,25,SINALOA,MAZATLÁN,0,0,0
25013,25,SINALOA,MOCORITO,0,0,0
25014,25,SINALOA,ROSARIO,0,0,0
25015,25,SINALOA,SALVADOR ALVARADO,0,0,0
25016,25,SINALOA,SAN IGNACIO,0,0,0
25017,25,SINALOA,SINALOA,0,0,0
25018,25,SINALOA,NAVOLATO,0,0,0
25997,25,SINALOA,NO ESPECIFICADO,,,
26001,26,SONORA,ACONCHI,0,0,0
26002,26,SONORA,AGUA PRIETA,0,0,0
26003,26,SONORA,ALAMOS,0,0,0
26004,26,SONORA,ALTAR,0,0,0
26005,26,SONORA,ARIVECHI,0,0,0
26006,26,SONORA,ARIZPE,0,0,0
26007,26,SONORA,ATIL,0,0,0
26008,26,SONORA,BACADÉHUACHI,0,0,0
26009,26,SONORA,BACANORA,0,0,0
26010,26,SONORA,BACERAC,0,0,0
26011,26,SONORA,BACOACHI,0,0,0
26012,26,SONORA,BÁCUM,0,0,0
26013,26,SONORA,BANÁMICHI,0,0,0
26014,26,SONORA,BAVIÁCORA,0,0,0
26015,26,SONORA,BAVISPE,0,0,0
26016,26,SONORA,BENJAMÍN HILL,0,0,0
26017,26,SONORA,CABORCA,0,0,0
26018,26,SONORA,CAJEME,0,0,0
26019,26,SONORA,CANANEA,0,0,0
26020,26,SONORA,CARBÓ,0,0,0
26021,26,SONORA,LA COLORADA,0,0,0
26022,26,SONORA,CUCURPE,0,0,0
26023,26,SONORA,CUMPAS,0,0,0
26024,26,SONORA,DIVISADEROS,0,0,0
26025,26,SONORA,EMPALME,0,0,0
26026,26,SONORA,ETCHOJOA,0,0,0
26027,26,SONORA,FRONTERAS,0,0,0
26028,26,SONORA,GRANADOS,0,0,0
26029,26,SONORA,GUAYMAS,0,0,0
26030,26,SONORA,HERMOSILLO,0,0,0
26031,26,SONORA,HUACHINERA,0,0,0
26032,26,SONORA,HUÁSABAS,0,0,0
26033,26,SONORA,HUATABAMPO,0,0,0
26034,26,SONORA,HUÉPAC,0,0,0
26035,26,SONORA,IMURIS,0,0,0
26036,26,SONORA,MAGDALENA,0,0,0
26037,26,SONORA,MAZATÁN,0,0,0
26038,26,SONORA,MOCTEZUMA,0,0,0
26039,26,SONORA,NACO,0,0,0
26040,26,SONORA,NÁCORI CHICO,0,0,0
26041,26,SONORA,NACOZARI DE GARCÍA,0,0,0
26042,26,SONORA,NAVOJOA,0,0,0
26043,26,SONORA,NOGALES,0,0,0
26044,26,SONORA,ONAVAS,0,0,0
26045,26,SONORA,OPODEPE,0,0,0
26046,26,SONORA,OQUITOA,0,0,0
26047,26,SONORA,PITIQUITO,0,0,0
26048,26,SONORA,PUERTO PEÑASCO,0,0,0
26049,26,SONORA,QUIRIEGO,0,0,0
26050,26,SONORA,RAYÓN,0,0,0
26051,26,SONORA,ROSARIO,0,0,0
26052,26,SONORA,SAHUARIPA,0,0,0
26053,26,SONORA,SAN FELIPE DE JESÚS,0,0,0
26054,26,SONORA,SAN JAVIER,0,0,0
26055,26,SONORA,SAN LUIS RÍO COLORADO,0,0,0
26056,26,SONORA,SAN MIGUEL DE HORCASITAS,0,0,0
26057,26,SONORA,SAN PEDRO DE LA CUEVA,0,0,0
26058,26,SONORA,SANTA ANA,0,0,0
26059,26,SONORA,SANTA CRUZ,0,0,0
26060,26,SONORA,SÁRIC,0,0,0
26061,26,SONORA,SOYOPA,0,0,0
26062,26,SONORA,SUAQUI GRANDE,0,0,0
26063,26,SONORA,TEPACHE,0,0,0
26064,26,SONORA,TRINCHERAS,3,0,3
26065,26,SONORA,TUBUTAMA,0,0,0
26066,26,SONORA,URES,0,0,0
26067,26,SONORA,VILLA HIDALGO,0,0,0
26068,26,SONORA,VILLA PESQUEIRA,0,0,0
26069,26,SONORA,YÉCORA,0,0,0
26070,26,SONORA,GENERAL PLUTARCO ELÍAS CALLES,0,0,0
26071,26,SONORA,BENITO JUÁREZ,0,0,0
26072,26,SONORA,SAN IGNACIO RÍO MUERTO,0,0,0
26997,26,SONORA,NO ESPECIFICADO,,,
27001,27,TABASCO,BALANCÁN,0,0,0
27002,27,TABASCO,CÁRDENAS,0,0,0
27003,27,TABASCO,CENTLA,0,0,0
27004,27,TABASCO,CENTRO,0,0,0
27005,27,TABASCO,COMALCALCO,0,0,0
27006,27,TABASCO,CUNDUACÁN,0,0,0
27007,27,TABASCO,EMILIANO ZAPATA,0,0,0
27008,27,TABASCO,HUIMANGUILLO,0,0,0
27009,27,TABASCO,JALAPA,0,0,0
27010,27,TABASCO,JALPA DE MÉNDEZ,0,0,0
27011,27,TABASCO,JONUTA,0,0,0
27012,27,TABASCO,MACUSPANA,0,0,0
27013,27,TABASCO,NACAJUCA,0,0,0
27014,27,TABASCO,PARAÍSO,0,0,0
27015,27,TABASCO,TACOTALPA,0,0,0
27016,27,TABASCO,TEAPA,0,0,0
27017,27,TABASCO,TENOSIQUE,0,0,0
27997,27,TABASCO,NO ESPECIFICADO,,,
28001,28,TAMAULIPAS,ABASOLO,0,0,0
28002,28,TAMAULIPAS,ALDAMA,0,0,0
28003,28,TAMAULIPAS,ALTAMIRA,0,0,0
28004,28,TAMAULIPAS,ANTIGUO MORELOS,0,0,0
28005,28,TAMAULIPAS,BURGOS,0,0,0
28006,28,TAMAULIPAS,BUSTAMANTE,0,0,0
28007,28,TAMAULIPAS,CAMARGO,0,0,0
28008,28,TAMAULIPAS,CASAS,0,0,0
28009,28,TAMAULIPAS,CIUDAD MADERO,0,0,0
28010,28,TAMAULIPAS,CRUILLAS,0,0,0
28011,28,TAMAULIPAS,GÓMEZ FARÍAS,0,0,0
28012,28,TAMAULIPAS,GONZÁLEZ,0,0,0
28013,28,TAMAULIPAS,GÜÉMEZ,0,0,0
28014,28,TAMAULIPAS,GUERRERO,0,0,0
28015,28,TAMAULIPAS,GUSTAVO DÍAZ ORDAZ,0,0,0
28016,28,TAMAULIPAS,HIDALGO,0,0,0
28017,28,TAMAULIPAS,JAUMAVE,0,0,0
28018,28,TAMAULIPAS,JIMÉNEZ,0,0,0
28019,28,TAMAULIPAS,LLERA,0,0,0
28020,28,TAMAULIPAS,MAINERO,0,0,0
28021,28,TAMAULIPAS,EL MANTE,0,0,0
28022,28,TAMAULIPAS,MATAMOROS,0,0,0
28023,28,TAMAULIPAS,MÉNDEZ,0,0,0
28024,28,TAMAULIPAS,MIER,0,0,0
28025,28,TAMAULIPAS,MIGUEL ALEMÁN,0,0,0
28026,28,TAMAULIPAS,MIQUIHUANA,0,0,0
28027,28,TAMAULIPAS,NUEVO LAREDO,0,0,0
28028,28,TAMAULIPAS,NUEVO MORELOS,0,0,0
28029,28,TAMAULIPAS,OCAMPO,0,0,0
28030,28,TAMAULIPAS,PADILLA,0,0,0
28031,28,TAMAULIPAS,PALMILLAS,0,0,0
28032,28,TAMAULIPAS,REYNOSA,0,0,0
28033,28,TAMAULIPAS,RÍO BRAVO,0,0,0
28034,28,TAMAULIPAS,SAN CARLOS,0,0,0
28035,28,TAMAULIPAS,SAN FERNANDO,0,0,0
28036,28,TAMAULIPAS,SAN NICOLÁS,0,0,0
28037,28,TAMAULIPAS,SOTO LA MARINA,0,0,0
28038,28,TAMAULIPAS,TAMPICO,0,0,0
28039,28,TAMAULIPAS,TULA,0,0,0
28040,28,TAMAULIPAS,VALLE HERMOSO,0,0,0
28041,28,TAMAULIPAS,VICTORIA,0,0,0
28042,28,TAMAULIPAS,VILLAGRÁN,0,0,0
28043,28,TAMAULIPAS,XICOTÉNCATL,0,0,0
28997,28,TAMAULIPAS,NO ESPECIFICADO,,,
29001,29,TLAXCALA,AMAXAC DE GUERRERO,0,0,0
29002,29,TLAXCALA,APETATITLÁN DE ANTONIO CARVAJAL,0,0,0
29003,29,TLAXCALA,ATLANGATEPEC,0,0,0
29004,29,TLAXCALA,ATLTZAYANCA,0,0,0
29005,29,TLAXCALA,APIZACO,0,0,0
29006,29,TLAXCALA,CALPULALPAN,0,0,0
29007,29,TLAXCALA,EL CARMEN TEQUEXQUITLA,0,0,0
29008,29,TLAXCALA,CUAPIAXTLA,0,0,0
29009,29,TLAXCALA,CUAXOMULCO,0,0,0
29010,29,TLAXCALA,CHIAUTEMPAN,0,0,0
29011,29,TLAXCALA,MUÑOZ DE DOMINGO ARENAS,0,0,0
29012,29,TLAXCALA,ESPAÑITA,0,0,0
29013,29,TLAXCALA,HUAMANTLA,0,0,0
29014,29,TLAXCALA,HUEYOTLIPAN,0,0,0
29015,29,TLAXCALA,IXTACUIXTLA DE MARIANO MATAMOROS,0,0,0
29016,29,TLAXCALA,IXTENCO,0,0,0
29017,29,TLAXCALA,MAZATECOCHCO DE JOSÉ MARÍA MORELOS,0,0,0
29018,29,TLAXCALA,CONTLA DE JUAN CUAMATZI,0,0,0
29019,29,TLAXCALA,TEPETITLA DE LARDIZÁBAL,0,0,0
29020,29,TLAXCALA,SANCTÓRUM DE LÁZARO CÁRDENAS,0,0,0
29021,29,TLAXCALA,NANACAMILPA DE MARIANO ARISTA,0,0,0
29022,29,TLAXCALA,ACUAMANALA DE MIGUEL HIDALGO,0,0,0
29023,29,TLAXCALA,NATÍVITAS,0,0,0
29024,29,TLAXCALA,PANOTLA,0,0,0
29025,29,TLAXCALA,SAN PABLO DEL MONTE,0,0,0
29026,29,TLAXCALA,SANTA CRUZ TLAXCALA,0,0,0
29027,29,TLAXCALA,TENANCINGO,0,0,0
29028,29,TLAXCALA,TEOLOCHOLCO,0,0,0
29029,29,TLAXCALA,TEPEYANCO,0,0,0
29030,29,TLAXCALA,TERRENATE,0,0,0
29031,29,TLAXCALA,TETLA DE LA SOLIDARIDAD,0,0,0
29032,29,TLAXCALA,TETLATLAHUCA,0,0,0
29033,29,TLAXCALA,TLAXCALA,0,0,0
29034,29,TLAXCALA,TLAXCO,0,0,0
29035,29,TLAXCALA,TOCATLÁN,0,0,0
29036,29,TLAXCALA,TOTOLAC,0,0,0
29037,29,TLAXCALA,ZILTLALTÉPEC DE TRINIDAD SÁNCHEZ SANTOS,0,0,0
29038,29,TLAXCALA,TZOMPANTEPEC,0,0,0
29039,29,TLAXCALA,XALOZTOC,0,0,0
29040,29,TLAXCALA,XALTOCAN,0,0,0
29041,29,TLAXCALA,PAPALOTLA DE XICOHTÉNCATL,0,0,0
29042,29,TLAXCALA,XICOHTZINCO,0,0,0
29043,29,TLAXCALA,YAUHQUEMEHCAN,0,0,0
29044,29,TLAXCALA,ZACATELCO,0,0,0
29045,29,TLAXCALA,BENITO JUÁREZ,0,0,0
29046,29,TLAXCALA,EMILIANO ZAPATA,0,0,0
29047,29,TLAXCALA,LÁZARO CÁRDENAS,0,0,0
29048,29,TLAXCALA,LA MAGDALENA TLALTELULCO,0,0,0
29049,29,TLAXCALA,SAN DAMIÁN TEXÓLOC,0,0,0
29050,29,TLAXCALA,SAN FRANCISCO TETLANOHCAN,0,0,0
29051,29,TLAXCALA,SAN JERÓNIMO ZACUALPAN,0,0,0
29052,29,TLAXCALA,SAN JOSÉ TEACALCO,0,0,0
29053,29,TLAXCALA,SAN JUAN HUACTZINCO,0,0,0
29054,29,TLAXCALA,SAN LORENZO AXOCOMANITLA,0,0,0
29055,29,TLAXCALA,SAN LUCAS TECOPILCO,0,0,0
29056,29,TLAXCALA,SANTA ANA NOPALUCAN,0,0,0
29057,29,TLAXCALA,SANTA APOLONIA TEACALCO,0,0,0
29058,29,TLAXCALA,SANTA CATARINA AYOMETLA,0,0,0
29059,29,TLAXCALA,SANTA CRUZ QUILEHTLA,0,0,0
29060,29,TLAXCALA,SANTA ISABEL XILOXOXTLA,0,0,0
29997,29,TLAXCALA,NO ESPECIFICADO,,,
30001,30,VERACRUZ DE IGNACIO DE LA LLAVE,ACAJETE,0,0,0
30002,30,VERACRUZ DE IGNACIO DE LA LLAVE,ACATLÁN,0,0,0
30003,30,VERACRUZ DE IGNACIO DE LA LLAVE,ACAYUCAN,0,0,0
30004,30,VERACRUZ DE IGNACIO DE LA LLAVE,ACTOPAN,0,0,0
30005,30,VERACRUZ DE IGNACIO DE LA LLAVE,ACULA,0,0,0
30006,30,VERACRUZ DE IGNACIO DE LA LLAVE,ACULTZINGO,0,0,0
30007,30,VERACRUZ DE IGNACIO DE LA LLAVE,CAMARÓN DE TEJEDA,0,0,0
30008,30,VERACRUZ DE IGNACIO DE LA LLAVE,ALPATLÁHUAC,0,0,0
30009,30,VERACRUZ DE IGNACIO DE LA LLAVE,ALTO LUCERO DE GUTIÉRREZ BARRIOS,0,0,0
30010,30,VERACRUZ DE IGNACIO DE LA LLAVE,ALTOTONGA,0,0,0
30011,30,VERACRUZ DE IGNACIO DE LA LLAVE,ALVARADO,0,0,0
30012,30,VERACRUZ DE IGNACIO DE LA LLAVE,AMATITLÁN,0,0,0
30013,30,VERACRUZ DE IGNACIO DE LA LLAVE,NARANJOS AMATLÁN,0,0,0
30014,30,VERACRUZ DE IGNACIO DE LA LLAVE,AMATLÁN DE LOS REYES,0,0,0
30015,30,VERACRUZ DE IGNACIO DE LA LLAVE,ANGEL R. CABADA,0,0,0
30016,30,VERACRUZ DE IGNACIO DE LA LLAVE,LA ANTIGUA,0,0,0
30017,30,VERACRUZ DE IGNACIO DE LA LLAVE,APAZAPAN,0,0,0
30018,30,VERACRUZ DE IGNACIO DE LA LLAVE,AQUILA,0,0,0
30019,30,VERACRUZ DE IGNACIO DE LA LLAVE,ASTACINGA,0,0,0
30020,30,VERACRUZ DE IGNACIO DE LA LLAVE,ATLAHUILCO,0,0,0
30021,30,VERACRUZ DE IGNACIO DE LA LLAVE,ATOYAC,0,0,0
30022,30,VERACRUZ DE IGNACIO DE LA LLAVE,ATZACAN,0,0,0
30023,30,VERACRUZ DE IGNACIO DE LA LLAVE,ATZALAN,0,0,0
30024,30,VERACRUZ DE IGNACIO DE LA LLAVE,TLALTETELA,0,0,0
30025,30,VERACRUZ DE IGNACIO DE LA LLAVE,AYAHUALULCO,0,0,0
30026,30,VERACRUZ DE IGNACIO DE LA LLAVE,BANDERILLA,0,0,0
30027,30,VERACRUZ DE IGNACIO DE LA LLAVE,BENITO JUÁREZ,0,0,0
30028,30,VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO,0,0,0
30029,30,VERACRUZ DE IGNACIO DE LA LLAVE,CALCAHUALCO,0,0,0
30030,30,VERACRUZ DE IGNACIO DE LA LLAVE,CAMERINO Z. MENDOZA,0,0,0
30031,30,VERACRUZ DE IGNACIO DE LA LLAVE,CARRILLO PUERTO,0,0,0
30032,30,VERACRUZ DE IGNACIO DE LA LLAVE,CATEMACO,0,0,0
